SMILES,pXC50
C1=C(c2ccccc2)CCN(CCCCc2c[nH]c3ccccc23)C1,8.19
COc1ccc(CCN2CCN(c3ccccn3)CC2)cc1OCCc1ccccc1,6.53
CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN2CC)c1O,10.0
O=C(CCCN1CCC(c2cc3ccc2CCc2ccc(cc2)CC3)CC1)c1cc2ccc1CCc1ccc(cc1)CC2,7.77
C1=C(c2cccs2)CCC(CCN2CCN(c3ccccn3)CC2)C1,6.36051
CC(C)N1CCN(CCN(C)CCOc2cn(-c3ccc(F)cc3)c3cc(Cl)ccc23)C1=O,6.92
O=C1CC2(CCCC2)CCN1OCCCN1CCN(c2nsc3ccccc23)CC1,6.77
N#CNC(=NCCCN1CCN(c2cccc3ccccc23)CC1)c1ccncc1,5.8
N#CN=C(NCCCN1CCN(c2cccc3ccccc23)CC1)c1ccncc1,5.79588
Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Cl)cc5)C4)n3C)cccc2n1,6.7
Cn1cc2c(n1)Nc1ccc(F)cc1N=C2N1CCNCC1,5.28
CCCN(CCCc1ccccc1OC)C1CCc2ccc3[nH]ccc3c2C1,8.32
COc1ccccc1N1CCN(CCCCNC(=O)c2cc(C)ccc2C)CC1,7.77
CC(C)OCc1ccc2n1C=C(N1CCN(C)CC1)c1ccccc1S2,5.42
CC(=O)NC1CC2(CCN(Cc3ccc4[nH]c5ccc(Cl)cc5c4c3)CC2)c2ccccc21,6.3
CCN1CCCC1Cn1cc2ccc(Cl)cc2c1O,5.89
CNCCOc1cccc2[nH]c(O)cc12,8.7
Cc1ccc2c(-c3nnc(SCCCCN4CCc5cc6c(cc5CC4)C(=O)N(C)C6)n3C)cccc2n1,6.0
CCCN(CCC)C1CCc2nc(N)sc2C1,7.24
CN(CCN1CCN(c2ccc3c(c2)OCO3)C1=O)CC12CCC(CC1)C2(C)C,5.8
O=C1CCc2ccc(F)cc2N1CCCN1CCC(n2c(O)nc3ccccc32)CC1,7.05
C(=CC1CCCN(CCCc2ccccc2)C1)c1ccccc1,5.91
CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2c(O)cccc2C1,6.62342
Cc1ncoc1-c1nnc(SCCCN2CCC3CC3(c3ccccc3)C2)n1C,6.4
O=C1SC2(CCCC2)C(=O)N1CCCCN1CCN(c2noc3ccccc23)CC1,7.11
Clc1ccc(N2CCN(Cc3cn4nc(N5CCCCC5)ccc4n3)CC2)cc1Cl,6.15
Cc1ccc(-c2ccc3c(c2)C(N2CCN(C)CC2)Cc2ccccc2S3)cc1,8.20066
CCCCC1NCCc2cc(Cl)c(O)cc21,7.12
CC(=O)NC1CCC(CCN2CCC(Cc3cccc(C(F)(F)F)c3)CC2)CC1,7.19
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccc1CCc1ccc(cc1)CC2,6.85387
O=C(NC1CCC(CCN2CCN(c3ccccc3Cl)CC2)CC1)C1CCCCC1,7.82
CN1CCN(C2=Cn3cccc3Sc3sccc32)CC1,8.08
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C)oc6c(C)c5CC4)n3C)cccc2n1,6.0
CN(C)CC1CC2c3ccccc3Cc3ccccc3C2O1,7.21467
Cc1cccc(OCCNCCCOc2ccccc2)c1,7.21
COc1ccccc1N1CCN(CCCc2cn(CCCN3CCc4cc(O)c(O)cc4C(c4ccccc4C)C3)nn2)CC1,7.72
COc1ccc(S(=O)(=O)NC2CCC(N3CCC(c4ccccc4OC(C)C)CC3)CC2)cc1OC,7.25964
