SMILES,D2R_Activity,D2R_pXC50,D2R_inhibition,D3R_Activity,D3R_inhibition,D3R_pXC50,D2R_D3R_Activity,D2R_D3R_inhibition,D2R_D3R_pXC50,_5HT2A_Activity,_5HT2A_inhibition,_5HT2A_pXC50,D2R__5HT2A_Activity,D2R__5HT2A_inhibition,D2R__5HT2A_pXC50
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3n2)CC1,0.0813458040356636,6.986843217254667,28.018622008259456,0.4333267509937286,52.00001500102358,8.307773889431102,0.2573362775146961,40.00931850464151,7.647308553342885,0.46967044472694397,66.6557001781956,6.3803714448642825,0.2755081243813038,47.33716109322753,6.683607331059475
OC1(c2ccc(Cl)c(Cl)c2)CC2CCC(C1)N2Cc1coc2ccccc12,0.2375488430261612,7.550209452774916,29.561146010919863,0.6950965523719788,53.17008156398604,8.35973863837452,0.46632269769907,41.36561378745295,7.954974045574717,0.2610107362270355,47.05671527616666,6.740320087913778,0.24927978962659836,38.30893064354326,7.1452647703443475
CN1CCN(C2Cc3ccccc3Sc3ccc(-c4cc(Cl)ccc4Cl)cc32)CC1,0.6594733595848083,8.834601161796096,53.70074724362368,0.6668945550918579,59.22887229086092,7.558561515849306,0.6631839573383331,56.4648097672423,8.196581338822702,0.4795789122581482,66.50208720882287,7.975326895687372,0.5695261359214783,60.101417226223276,8.404964028741734
COc1cccc2c1C(CN(C)C)Cc1ccccc1O2,0.48935467004776,6.927688042509461,38.1432156935514,0.4285517334938049,52.79213375204773,7.107749283491603,0.4589532017707824,45.467674722799565,7.017718663000531,0.10236136615276337,29.667975892924908,7.30961755374003,0.2958580181002617,33.90559579323815,7.118652798124746
CC(=O)c1cccc(C(=O)NCC(=O)NCC2CCN(C)CC2)c1,0.0479589626193046,6.380030453695221,19.323677692759446,0.3139944672584533,23.233017959573623,5.540129712850239,0.180976714938879,21.278347826166534,5.96008008327273,0.29390424489974976,38.02376897879985,4.579088064376678,0.17093160375952718,28.67372333577965,5.479559259035949
Cc1cccc(S(=O)(=O)NC2CCC(N3CCC(c4ccccc4OC(C)C)CC3)CC2)c1,0.4580054581165313,7.416890610146795,52.33219549439221,0.5880041122436523,41.6411062752832,7.777758699591232,0.5230047851800919,46.9866508848377,7.597324654869014,0.3281030058860779,51.507108273388006,6.406890738372939,0.3930542320013046,51.91965188389011,6.911890674259867
COc1ccc2[nH]cc(CCNCC=Cc3ccccc3)c2c1,0.1166228652000427,7.760487679847666,26.07113991981652,0.3405881226062774,40.85981082008144,6.8246119576386,0.2286054939031601,33.465475369948976,7.292549818743133,0.16154888272285461,38.19559276949095,7.127622806371632,0.13908587396144867,32.13336634465374,7.4440552431096485
COc1ccc(CCN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1COc1cncc(C#N)c1,0.1087154299020767,6.209336761630773,28.165208060691157,0.2086975425481796,32.43739775340651,6.713922497500183,0.1587064862251281,30.30130290704883,6.461629629565478,0.2431248277425766,41.36869753564896,6.094586574443403,0.17592012882232666,34.76695279817006,6.151961668037088
C1=C(N2CCN(C3CCN(S(=O)(=O)c4ccc(F)cc4)CC3)CC2)COc2ccccc21,0.4836269319057464,5.816605850267307,49.70436495629603,0.6938410401344299,57.85145985113114,6.017798527358143,0.5887339860200882,53.77791240371359,5.917202188812725,0.620141327381134,73.26855634648953,6.285973343085869,0.5518841296434402,61.48646065139278,6.051289596676588
COc1ccccc1N1CCN(CCn2c(=O)[nH]c3scc(-c4ccccc4)c3c2=O)CC1,0.4193216264247894,7.266095181841695,45.263251612930766,0.4672732055187225,53.48440224629509,7.41690112457225,0.443297415971756,49.37382692961293,7.341498153206972,0.45292335748672485,64.19762672195446,5.780495139233496,0.43612249195575714,54.73043916744261,6.523295160537595
