SMILES,AChE_Activity,AChE_pXC50,AChE_inhibition,MAOB_Activity,MAOB_pXC50,MAOB_inhibition,AChE_MAOB_Activity,AChE_MAOB_inhibition,AChE_MAOB_pXC50
COc1ccccc1C=CC=NNC(=O)C(N)=O,0.008812924847006798,4.50575508767146,12.500653607921997,0.1741599440574646,5.163367077973875,44.5009836515545,0.0914864344522357,28.500818629738248,4.834561082822668
CC(=O)OCC1OC(CCONC=C2C=CC(=O)C=C2O)C(OC(C)=O)C1OC(C)=O,0.24669279158115387,3.8873786282564273,47.37846641881059,0.028338177129626274,5.470356578001495,30.722235329597815,0.13751548435539007,39.0503508742042,4.678867603128961
CN(C)Cc1cc(=O)oc2cc(OCCCCCCCN3CCC(CO)(Cc4ccccc4)CC3)ccc12,0.3023117184638977,6.217189700136641,49.80196737184061,0.1280442625284195,5.023572608209256,33.9559513069141,0.2151779904961586,41.87895933937736,5.620381154172948
CCN(CC)CCc1c(-c2ccc(OC)c(OC)c2)nc2ccccn12,0.16665993630886078,4.701556731263796,38.63315717931512,0.015227848663926125,4.061276816195597,29.614430109725056,0.09094389248639345,34.12379364452009,4.381416773729697
Cc1cccc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)c1,0.09971848130226135,5.549624318297578,33.186920020770735,0.24129557609558105,4.575480725734931,39.734176259701094,0.1705070286989212,36.460548140235915,5.062552522016254
Nc1ccc(-c2cc3cc([N+](=O)[O-])ccc3s2)cc1,0.744478702545166,5.016779033579795,60.61895138387362,0.43337640166282654,5.12884129356253,60.511039366042546,0.5889275521039963,60.56499537495809,5.072810163571162
Cc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1,0.04303296282887459,4.767414964204859,17.93672060177402,0.32193121314048767,4.379036148483686,44.772769952640324,0.18248208798468113,31.354745277207172,4.573225556344273
[H]c1ccc(C#Cc2ccc3oc(-c4ccc5ccccc5c4)nc3c2)cc1,0.019360745325684547,5.176735084802001,10.529338919675915,0.386040598154068,5.930317691286018,53.21767117921783,0.20270067173987627,31.873505049446873,5.553526388044009
c1ccc(-c2ccc(C3=NOC(c4ccccc4)O3)cc2)nc1,0.07279317826032639,6.126978196280878,22.996377930568922,0.1115230992436409,5.840913853681581,41.71082212043441,0.09215813875198364,32.35360002550166,5.983946024981229
CN(C)c1nc(N)nc(CN(C)CCc2ccccc2)n1,0.2343113273382187,4.480123347903043,41.030811165513185,0.016931040212512016,4.931433016397781,18.94225161555207,0.12562118377536535,29.986531390532626,4.7057781821504125
CC1=CC(C)(C)NC(=O)C1C(=O)NCCC1=CCCCC1,0.143593892455101,4.433139805267139,35.524615976508635,0.02797507308423519,5.022079531144097,17.940209096352024,0.0857844827696681,26.73241253643033,4.727609668205618
Cc1cccc(C2CC(c3ccccc3)=NN2C(=O)CSc2nncs2)c1,0.16568118333816528,6.46562285723249,28.454120506913394,0.12593534588813782,6.256010841463409,45.92090024638832,0.14580826461315155,37.187510376650856,6.36081684934795
Nc1ccc2c(c1)-n1cccc1C2=O,0.09646698832511902,5.42437173893357,38.35715255391102,0.32167181372642517,5.7605292488043816,45.10846192630432,0.2090694010257721,41.732807240107675,5.592450493868975
CCC(C)=NNc1ccc(OCC=CC#N)cc1,0.0278485007584095,4.6692048844188445,9.731286608915202,0.21167799830436707,6.181905315246939,41.10614209185734,0.11976324953138828,25.418714350386274,5.425555099832891
COc1cccc(CNC(=O)c2ccc3c(=O)n4nc(Nc5cccc(OC)c5)sc4nc3c2)c1,0.10588464140892029,5.952015185903048,34.048201751822816,0.11631808429956436,4.898948636093059,43.10535218040771,0.11110136285424232,38.57677696611526,5.425481910998053
CNc1ncnc2c1ncn2CC(O)CO,0.045569151639938354,4.984822075742463,25.21247929471518,0.2713930904865265,4.315550881087082,49.384269434839524,0.15848112106323242,37.29837436477735,4.650186478414772
CCCCCCCC[n+]1ccccc1CC,0.5769991278648376,4.9446292073150175,50.37358977934284,0.04744076728820801,5.550803020507626,34.61201193037964,0.3122199475765228,42.492800854861244,5.247716113911322
O=C(C=Cc1ccc(F)cc1)NC1(C(F)(F)F)Oc2ccccc2O1,0.016365623101592064,5.6368766764520855,16.277295170443296,0.31466996669769287,6.966005056081448,39.54087694427518,0.16551779489964247,27.90908605735924,6.301440866266766
CCOc1ccc2c(c1)C(=O)c1ccc(COc3ccc4c(C)cc(=O)oc4c3)cc1C2=O,0.06581714004278183,6.243533477509398,32.91895653920194,0.16317348182201385,7.2817941225848895,46.83430951401914,0.11449531093239784,39.87663302661054,6.762663800047143
Cc1onc(-c2ccccc2Cl)c1C(=O)Nc1nc(-c2ccc(F)cc2)cs1,0.02940439060330391,6.08446457035628,25.312819661742786,0.15890556573867798,5.688009630970313,46.065211770882414,0.09415497817099094,35.689015716312596,5.886237100663297
O=C(C=Cc1ccc([N+](=O)[O-])cc1)NC1CCCCC1,0.45176732540130615,4.239685258555696,60.25385075266867,0.6697272062301636,6.055505651329626,57.544696481779646,0.5607472658157349,58.899273617224154,5.14759545494266
C[N+]1(C)C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,0.13421300053596497,5.529378097052241,23.546267969858825,0.018037641420960426,4.61078816042871,25.520332187547943,0.0761253209784627,24.533300078703384,5.0700831287404755
CC(=O)C1C(=O)N=C(SCC(=O)c2ccc(Br)cc2)N(C)C1=O,0.35669130086898804,6.813562843621208,56.20246725832004,0.0060798353515565395,5.998210681270919,20.683490975343037,0.1813855681102723,38.44297911683154,6.405886762446063
CC(=O)c1ccccc1NC(=O)c1sc2nc(-c3ccccc3)ccc2c1N,0.03624723106622696,5.9256627445542795,25.748060121285928,0.14318887889385223,4.380547783371969,46.04736758628781,0.0897180549800396,35.89771385378687,5.153105263963124
O=C(CCC1CCN(C(=O)N2CCOCC2)CC1)Nc1ccc(Br)cc1,0.0672832801938057,5.922325342886028,28.514004991979412,0.18641139566898346,5.783053545243545,41.83987668936166,0.12684733793139458,35.17694084067054,5.8526894440647865
CCN1CCN(c2cc3nc(-c4ccccc4)cc(C(F)(F)F)n3n2)CC1,0.03264829143881798,4.645399730475636,31.758982168047925,0.6123841404914856,4.38189588288934,59.79216824141803,0.3225162159651518,45.77557520473298,4.5136478066824886
O=C1CCN(Cc2ccccc2Cl)CC1,0.0914912149310112,5.4903621843727555,38.2516233917294,0.4833225607872009,4.599099955519902,41.9371000026667,0.28740688785910606,40.09436169719805,5.044731069946328
COc1cc2c(cc1OC)C(=C[N+](=O)[O-])C(=O)N2,0.662388026714325,5.9200826620472276,56.582269081449425,0.029698191210627556,4.918366479273836,21.383559640381154,0.34604310896247625,38.98291436091529,5.419224570660532
C#CCN(CC1C(OC(=O)NCC2CCCCC2)C(OC(=O)NCC2CCCCC2)Cn2c(=O)ccc(=O)n21)S(=O)(=O)c1ccc(C)cc1,0.36194729804992676,4.443597549354029,40.90510020074817,0.2130672186613083,4.719837414143504,43.48637426721938,0.2875072583556175,42.19573723398378,4.5817174817487665
COc1cccc(C(=O)Nc2cc(-c3ccc4c(c3)OCO4)c(C)o2)c1,0.09399736672639847,6.491159102724541,32.85859420624659,0.06851988285779953,5.573964436201829,35.0058565231687,0.081258624792099,33.93222536470765,6.032561769463185
COc1cc2c(cc1OC)CN(CCC(=O)c1ccc3c(c1)OCO3)CC2,0.18337120115756989,6.311354454077228,43.314620825020015,0.045560743659734726,4.075756971536394,29.351545101755573,0.1144659724086523,36.333082963387795,5.193555712806811
Cc1c(C)c2cc(Cl)c(OCc3ccc(Cl)cc3)cc2oc1=O,0.09436380863189697,5.773567116392549,32.49575401146224,0.0972215011715889,7.7783622627189475,43.287911886016616,0.09579265490174294,37.89183294873943,6.775964689555748
Ic1ccc(CNCCc2c[nH]c3ccccc23)cc1,0.2537764012813568,4.402191769117758,37.36504096064025,0.16743679344654083,5.1811105350288305,37.44811166706525,0.21060659736394882,37.40657631385275,4.791651152073294
N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCc1ccccc1,0.005717839114367962,6.220814514918607,0.09499286200406942,0.3956095576286316,4.696967031728261,46.471058247418334,0.20066369837149978,23.2830255547112,5.458890773323434
N#CC1C(=N)Oc2cc(O)ccc2C1c1ccc(O)cc1,0.0505606047809124,5.697927489906029,14.518089342378229,0.4175572395324707,4.971646425092962,41.960519691342405,0.23405892215669155,28.239304516860315,5.334786957499496
CNc1cc(=O)oc2cc(OCCc3ccccc3)ccc12,0.2553439736366272,5.914149743880553,38.877163445912224,0.13065685331821442,6.47717744496063,39.96870919504318,0.1930004134774208,39.4229363204777,6.195663594420592
COc1ccc(C(=O)NCCN2CCN(c3ccccn3)CC2)c(OC)c1,0.05445319041609764,5.535181010745728,30.44152487680403,0.07167227566242218,4.753347440898074,28.03901619087771,0.06306273303925991,29.24027053384087,5.144264225821901
N#Cc1cccc(S(=O)(=O)N2CCC(Oc3ccc4c(c3)OCO4)CC2)c1,0.16127285361289978,6.0819236660481835,34.47726775019222,0.10900949686765671,3.626438617343201,39.235371318280215,0.13514117524027824,36.85631953423622,4.854181141695692
