SMILES,D2R_Activity,D2R_pXC50,D2R_inhibition,D3R_Activity,D3R_pXC50,D3R_inhibition,D2R_D3R_Activity,D2R_D3R_inhibition,D2R_D3R_pXC50
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,0.09669405221939087,7.037692724723092,33.037954656249234,0.5389938354492188,8.597191353828725,57.582116801064984,0.3178439438343048,45.31003572865711,7.8174420392759085
OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2Cc1csc2ccccc12,0.1723158359527588,7.482301174039607,26.391925613669382,0.6868475079536438,7.949618947616459,49.63763417677756,0.4295816719532013,38.01477989522347,7.715960060828033
CCCN1CCc2cc(O)cc3c2C1Cc1ccccc1C3,0.7740160822868347,5.13946103930077,75.37995317012172,0.6974528431892395,7.8557899623036445,69.67837861890723,0.7357344627380371,72.52916589451448,6.497625500802207
CCCN(CCN1CCN(c2ccc(-c3ccccc3)cc2)CC1)C1CCc2ccc(O)cc2C1,0.21873120963573456,6.958152440208809,50.18651538912303,0.6914986371994019,8.142759869218573,68.33172027237731,0.4551149234175682,59.25911783075017,7.550456154713691
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(F)(F)F)oc6cc5CC4)n3C)cccc2n1,0.19003401696681976,6.099825821000017,31.83944850196058,0.2034929096698761,7.878868126166097,35.07525542344195,0.19676346331834793,33.45735196270127,6.989346973583057
Clc1ccc(N2CCN(Cc3cnn4ccccc34)CC2)cc1,0.42355698347091675,5.023908902209563,46.78779459074013,0.595777153968811,5.563570708447739,62.164870192094696,0.5096670687198639,54.476332391417415,5.29373980532865
CCCN(CCCCNC1CCc2ccc3[nH]ccc3c2C1)C1COc2cccc(O)c2C1,0.11670314520597458,7.098495764424715,32.165326664870975,0.711236298084259,7.908228716205238,70.98298794999738,0.4139697216451168,51.57415730743418,7.503362240314976
Clc1ccc(N2CCN(CCCCN3CCCCC3)CC2)cc1,0.627794623374939,5.703631005293057,69.43008115249789,0.7117047905921936,6.914269858789251,67.34794421538383,0.6697497069835663,68.38901268394086,6.308950432041154
CN1CCc2cccc3c2C1Cc1cccc(O)c1-3,0.9163570404052734,6.640617062770073,79.25926385542539,0.6842459440231323,7.3585682154569865,65.10491212107604,0.8003014922142029,72.18208798825071,6.99959263911353
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(O)cc2)CC1,0.24928951263427734,7.906778494911429,52.15050073595962,0.5163326263427734,9.007000913819532,57.245754576154155,0.3828110694885254,54.69812765605688,8.45688970436548
OC1(c2ccc(Cl)c(Cl)c2)CC2CCC(C1)N2Cc1coc2ccccc12,0.2375488430261612,7.550209452774916,29.561146010919863,0.6950965523719788,8.35973863837452,53.17008156398604,0.46632269769907,41.36561378745295,7.954974045574717
Cc1cccc(CN2CCC(c3ccccc3OCCOCCCCCN3CCC(O)(c4ccccc4)CC3)CC2)n1,0.3953430950641632,6.53166306190298,43.27271041450679,0.6436101198196411,6.284906168516002,56.19805047451657,0.5194766074419022,49.73538044451168,6.4082846152094906
OCCN1CCCCN(C2Cc3ccccc3COc3ccc(C=O)cc32)C1,0.44685110449790955,5.070483457799506,50.349147369042655,0.6409159302711487,5.8599512312617374,55.26797906743208,0.5438835173845291,52.80856321823737,5.465217344530622
O=C1N(CCN2CCC(c3noc4cc(F)ccc34)CC2)CCN1c1ccccc1,0.36582279205322266,8.063583558520671,41.35222873395067,0.5248894095420837,7.719755703090644,50.109272891282565,0.4453561007976532,45.73075081261662,7.891669630805657
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3F)C2)n1C,0.26197415590286255,6.520275081859286,20.25989588588045,0.2644992768764496,8.939277892063561,32.5544209021603,0.26323671638965607,26.407158394020378,7.729776486961423
Nc1ccc(CCN2CCc3ccc(C(=O)c4ccc5ncccc5c4)cc3C2)cn1,0.11943408846855164,6.101790705295478,31.993096356757828,0.45063507556915283,6.511152258576453,50.86150352459376,0.28503458201885223,41.427299940675795,6.306471481935965
CCCN(CCCCCCCCCCCCCCNCC(C)OC(=O)c1ccc(O)cc1)C1CCc2c(OC)cccc2C1,0.07660936564207077,7.4412979717989645,40.045149412228646,0.6226345300674438,7.137399966159845,72.13620037871493,0.3496219478547573,56.09067489547179,7.289348968979405
OC1(c2ccc(Cl)c(Cl)c2)CC2CCC(C1)N2Cc1coc2ccccc12,0.2375488430261612,7.550209452774916,29.561146010919863,0.6950965523719788,8.35973863837452,53.17008156398604,0.46632269769907,41.36561378745295,7.954974045574717
CCc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,0.07423862814903259,7.019627267215115,31.506993971724228,0.5797125697135925,8.184616891478546,59.34942540421193,0.32697559893131256,45.42820968796808,7.602122079346831
Cn1c(CN2CCN(c3nccc(C(F)(F)F)n3)CC2)nc2ccccc21,0.3140171468257904,5.717674708275907,41.68734038229851,0.37034910917282104,5.33157406192016,45.144094612997534,0.3421831279993057,43.41571749764802,5.524624385098034
Clc1ccc(N2CCN(Cc3ccccc3)CC2)cc1,0.45027709007263184,5.458791963292453,48.40034336433924,0.6287192702293396,5.6756902708570385,56.99147849519667,0.5394981801509857,52.695910929767955,5.567241117074746
CCCN(CCN1CCN(c2ccccc2OC)CC1)C1CCc2ccc(O)cc2C1,0.37812817096710205,8.089447791240758,58.1732370640117,0.7024506330490112,8.487166540982273,74.78974806625517,0.5402894020080566,66.48149256513344,8.288307166111515
FCCN(CCCc1ccc(Cl)cc1)C1Cc2cc(OCC3CCN(CCCOc4ccccc4)CC3)ccc2C1,0.2356826215982437,6.711233742239887,41.80184122254964,0.6734088659286499,7.0000550931094265,61.565450375937395,0.4545457437634468,51.68364579924352,6.855644417674657
OC(CCN1CCN(c2ccccc2Cl)CC1)Cc1ccc(F)cc1,0.508608341217041,7.2462065617689975,49.544954221102344,0.657098114490509,7.321398978454446,65.40450966825972,0.582853227853775,57.47473194468103,7.283802770111722
c1ccc(-c2cc(CCCCN3CCN(c4ccccc4)CC3)on2)cc1,0.10909298062324524,5.79696874158876,35.0508055548708,0.4343622624874115,7.304005267035396,49.235289101327986,0.27172762155532837,42.14304732809939,6.550487004312078
COc1ccccc1N1CCN(CCc2ccc(C(=O)c3ccccc3)cc2)CC1,0.09001541882753372,7.070657239756804,28.646843421391928,0.5008461475372314,6.916208100146587,54.65863870049692,0.2954307831823826,41.65274106094442,6.993432669951696
CCCN(CCCCNC(=O)c1ccccc1-c1ccccc1)C1Cc2ccc(OC)cc2C1,0.024767622351646423,7.340251861423706,13.269827533590256,0.5424609184265137,8.00034286973889,57.99516509567238,0.28361427038908005,35.63249631463132,7.670297365581298
Cc1cccc(CN2CCN(c3ccccc3OCCF)CC2)c1,0.8173614144325256,7.901767217209911,69.72502330681095,0.5806664824485779,6.892046415017594,58.52944356241418,0.6990139484405518,64.12723343461256,7.396906816113752
CN1CCc2cc(OCCCF)cc3c2C1Cc1cccc(O)c1-3,0.9248121976852417,7.230527646953563,84.17891803886002,0.66922926902771,7.331379129308069,65.50197526999101,0.7970207333564758,74.8404466544255,7.280953388130817
CCCN(CCN1CCN(c2cccc(Cl)c2Cl)CC1)C1CCc2ccc(O)cc2C1,0.5041284561157227,7.835250259448643,63.38592436459314,0.7317141890525818,8.777765068999651,78.61553527037468,0.6179213225841522,71.00072981748391,8.306507664224148
CC(C)Oc1ccccc1N1CCN(Cc2cccc(CN3CCCC3=O)n2)CC1,0.7020227313041687,6.450787160506778,48.3445612574624,0.5159810185432434,6.586537120169036,55.833159191467566,0.609001874923706,52.08886022446498,6.5186621403379075
CCCN(CCN1CCN(c2cccc(Cl)c2Cl)CC1)C1CCc2nc(N)sc2C1,0.2952703535556793,7.104975782346951,42.55183835873197,0.7183798551559448,8.809899901771418,76.38058158685004,0.5068251043558121,59.466209972791006,7.957437842059185
O=C1c2ccccc2CCCN1CCCN1CCN(c2nsc3ccccc23)CC1,0.2590830624103546,6.877316942824946,36.48601844135951,0.645751416683197,6.1170385503671785,64.16933840578741,0.4524172395467758,50.32767842357346,6.497177746596062
Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc(-c6cc(C)nn6C)cc5CC4)n3C)cccc2n1,0.1341302990913391,6.116623437186102,24.792383433226043,0.237295001745224,8.1279029044561,41.34936482827073,0.18571265041828156,33.070874130748386,7.1222631708211015
CC(CCN1CCN(c2ccc(F)cc2)CC1)NS(=O)(=O)c1ccccc1,0.4678320288658142,6.583089875522259,58.49647548227517,0.6713544726371765,6.749692444072882,70.39034740191491,0.5695932507514954,64.44341144209504,6.666391159797571
CCCN(CCN1CCN(c2cccc(Cl)c2Cl)CC1)C1CCc2c(O)cccc2C1,0.3574844300746918,8.157653203426293,53.43755151893198,0.7370960116386414,8.901494183798553,79.31206094050512,0.5472902208566666,66.37480622971856,8.529573693612424
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,0.07337445765733719,7.326088185583853,30.865328051931844,0.4979275166988373,8.616980187545654,53.931723025045144,0.28565098717808723,42.39852553848849,7.971534186564753
O=c1c2ccccc2cnn1CCCCN1CCN(c2cccc(Cl)c2Cl)CC1,0.3782186508178711,7.119577807580011,45.38155673093961,0.6020945906639099,8.119714510569501,65.67008838722673,0.4901566207408905,55.52582255908317,7.619646159074756
Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(F)(F)F)oc6cc5CC4)n3C)cccc2n1,0.19003401696681976,6.099825821000017,31.83944850196058,0.2034929096698761,7.878868126166097,35.07525542344195,0.19676346331834793,33.45735196270127,6.989346973583057
c1coc(-c2cc(CCCCN3CCN(c4ccccc4)CC3)on2)c1,0.10346722602844238,5.694649091349496,33.60292797159581,0.34796956181526184,7.171792805689181,43.99735028983344,0.2257183939218521,38.800139130714626,6.433220948519338
