SMILES,AChE_Activity,AChE_pXC50,AChE_inhibition,MAOB_Activity,MAOB_pXC50,MAOB_inhibition,AChE_MAOB_Activity,AChE_MAOB_inhibition,AChE_MAOB_pXC50
COc1ccccc1CNc1nc(-c2ccc(N3CCOCC3)cc2)nc2ccccc12,0.06686834245920181,5.085579028228846,23.355602028456865,0.2264828085899353,4.325045167948521,44.37004335324817,0.14667557552456856,33.86282269085252,4.705312098088683
CC(=O)Nc1ccc(CN2C(=O)NC(=O)C(=Cc3cccn3-c3cccc(C(=O)O)c3)C2=O)cc1,0.17984755337238312,5.548104076317632,44.55068663131133,0.06539716571569443,4.948015433307418,31.443488905859386,0.12262235954403877,37.99708776858536,5.248059754812525
COc1ccc2c3c1OC1CC(OS(=O)(=O)NCCN(C)C)C=CC4OC1C(OC(=O)N(C)C)C(C)CC4(O)C(C)C)C(C2)N(C)CC31,,,,,,,,,
c1ccc(-c2nnc(N3CCCCC3)c3ccccc23)cc1,0.06420723348855972,5.407946409567703,32.45193071659452,0.6540574431419373,4.446372469119309,62.317228139128865,0.3591323383152485,47.384579427861695,4.927159439343506
CSc1ccc(Cn2c3ccccc3c3cnn(CCCCCCC(=O)NCCc4ccccc4)c(=O)c32)cc1,0.3390544354915619,6.631338872140314,46.77830287754433,0.12365999072790146,4.739046939225268,43.154811498226024,0.23135721310973167,44.96655718788517,5.685192905682792
Clc1ccc(-c2csc(NN=Cc3cccnc3)n2)c(Cl)c1,0.01580760069191456,5.080385484584356,13.359892531853191,0.2678031027317047,5.732844861975077,49.86451042182747,0.14180535171180964,31.61220147684033,5.406615173279716
COC(=O)CCCC=C(C)C(CNOCCCCCNC(=N)N)C(=O)c1ccccc1OC,0.3601270616054535,3.944878735866825,50.43269267206996,0.04875769466161728,5.949548235498433,30.65477791324581,0.20444237813353539,40.543735292657885,4.947213485682629
O=C1c2ccccc2S(=O)(=O)c2cc(C(=O)O)ccc21,0.07896671444177628,6.797250089902268,47.38619085409535,0.10634750872850418,6.313095533089673,43.07424908520251,0.09265711158514023,45.23021996964893,6.555172811495971
O=C(Nc1ccc(OC(=O)c2cc(C(F)(F)F)nc3ccccc23)cc1)c1ccc(F)cc1Cl,0.011265361681580544,6.047937538899943,20.913844466485486,0.35955357551574707,6.270506026027158,49.88753095531223,0.1854094685986638,35.40068771089886,6.1592217824635505
COc1ccc(-c2noc(-c3ccno3)n2)cc1OC,0.012835947796702385,6.044067229853278,28.424367944458595,0.06362080574035645,5.638681658805529,47.819408642243545,0.038228376768529415,38.12188829335107,5.841374444329404
CC(CNC(=O)c1ccc2c(c1)ncn2C)c1ccccc1,0.058923184871673584,5.422611685270862,22.801213298247596,0.06847578287124634,4.769093884507823,33.57886329063898,0.06369948387145996,28.190038294443287,5.095852784889343
CCCCC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,0.11426704376935959,6.448857290278201,43.30388595789107,0.1290780007839203,4.851387113574081,40.11661009092031,0.12167252227663994,41.710248024405686,5.650122201926141
CC(C)CNc1ncnc2c1ncn2C1CN(C2CCCC2)CC(CO)O1,0.0781906321644783,4.627820803351475,24.630438284996114,0.15336686372756958,4.129737061330289,38.85752829173631,0.11577874794602394,31.74398328836621,4.378778932340882
CCN(CC)CCCNC(=O)c1ccc2c(c1)nc(-c1cccc(Cl)c1)n2CC,0.05620402470231056,6.260947553716095,28.985289004180427,0.02784852683544159,4.524908479573329,36.714385389233314,0.042026275768876076,32.84983719670687,5.392928016644712
C#CCN(C)Cc1cc2cc(OCCCN3CCN(c4ccccc4OC)CC3)ccc2n1C,0.13605789840221405,5.762758621380236,30.350243015133085,0.23771174252033234,5.7377840636280935,37.18484281966535,0.1868848204612732,33.76754291739922,5.750271342504165
CCCCCCCCCCCCCCCCCC(=O)OC(CC)CCCCCC,0.7167895436286926,5.236833623055405,66.77868455020604,0.035198427736759186,6.132855638277856,38.86326886568083,0.3759939856827259,52.82097670794343,5.68484463066663
COc1ccc(C=CC(=O)C2C(=O)Oc3ccccc3C2=O)cc1,0.03144196420907974,5.178442325198248,32.73668325115652,0.06244689226150513,5.230277222122119,26.33354688433208,0.046944428235292435,29.5351150677443,5.204359773660183
