SMILES,D2R_Activity,D2R_pXC50,D2R_inhibition,_5HT2A_Activity,_5HT2A_pXC50,_5HT2A_inhibition,D2R__5HT2A_Activity,D2R__5HT2A_inhibition,D2R__5HT2A_pXC50
COc1ccccc1N1CCN(CCCN2CC(=O)N(CCc3ccccc3)C2=O)CC1,0.294236421585083,7.283334485620212,43.11647135856658,0.5727301239967346,6.258651052217666,70.01889279560847,0.4334832727909088,56.567682077087525,6.770992768918939
COc1ccccc1N1CCN(CCCNC(=O)c2cnc3ccccn3c2=O)CC1,0.17385965585708618,7.493926604577683,29.7184775511913,0.4674120247364044,6.027345420929674,62.11404961548217,0.3206358402967453,45.916263583336736,6.760636012753679
CCCc1ccc(C(=O)NCC2CCN(S(=O)(=O)c3ccc(OC)cc3)CC2)cc1,0.07428783178329468,6.090295430808002,24.127109529997263,0.24267840385437012,5.351674390926645,39.27664889047201,0.1584831178188324,31.701879210234637,5.720984910867323
CC(C)C(=O)NC1CCCC1NC(=O)c1ccc2c(c1)C(C)(C)C(=O)N2,0.0723046064376831,7.179130034147708,27.603189256290854,0.11970451474189758,6.7758738798873575,16.47859221775647,0.09600456058979034,22.040890737023663,6.977501957017532
Cc1cccc(Cl)c1OCCCN1CCC(C(=O)c2cccc(-n3cccc3)c2)CC1,0.12495346367359161,6.628509144426812,30.412377814197427,0.3972555100917816,7.664046581183044,59.53523754907496,0.2611044868826866,44.97380768163619,7.1462778628049275
COc1ccc2c(c1)CCCC2CC(=O)NCCCCCN1CCN(c2nsc3ccccc23)CC1,0.18131640553474426,7.415349778310486,36.188288692299814,0.3949216306209564,8.128527230505425,63.87994289575725,0.28811901807785034,50.03411579402854,7.771938504407956
CC1CN(c2cccc3c2CCN(CCCSc2nc4ccccc4c(=O)n2-3)CC(C)O1,,,,,,,,,
COc1ccccc1N1CCN(CCn2c(=O)[nH]c3cncnc3c2=O)CC1,0.37228286266326904,7.122484839598212,42.29888531337583,0.5597018599510193,5.766566488587648,71.18405342703633,0.46599236130714417,56.741469370206076,6.4445256640929305
CN(C)c1ccc(C2CC3(C)C(CCC3(O)C#Cc3ccccc3Br)C3OC=C4CC(=O)CCC4=C23)cc1,0.5712050199508667,6.381891010835099,38.27301208091608,0.08818749338388443,6.066230429106749,21.40101386270979,0.32969625666737556,29.837012971812936,6.2240607199709235
COc1cccc(NC(=O)NC2CCCCC2)c1,0.16902117431163788,7.1812827005793824,33.74133112221261,0.35364386439323425,6.606897963440785,38.42708650653924,0.26133251935243607,36.08420881437593,6.894090332010084
CCc1nc2ccn(Cc3ccccc3)c(=O)c2n1C1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,0.02727471850812435,6.430845061808109,10.194448372289777,0.25142642855644226,6.321222963217001,36.092389127681955,0.1393505735322833,23.143418749985866,6.376034012512555
CC1C2Cc3ccc(C4=Nn5c(nnc5-c5ccoc5)SC4)cc3C1(C)CCN2CC1CC1,0.0997219905257225,5.740398471066318,19.82594659756449,0.33985069394111633,6.163395999957626,53.17497535547039,0.21978634223341942,36.50046097651744,5.951897235511972
Oc1nccn2c(-c3ccnc(NCC4(O)CC4)n3)c(-c3ccc(F)cc3F)nc12,0.09301672130823135,5.619763301849844,17.27936357753832,0.2699492573738098,5.4240038870995075,34.335677992565294,0.18148298934102058,25.807520785051807,5.521883594474676
CC1(C)N=C(N)N=C(N)N1c1ccc(OCCN2CCCCC2)c(Cl)c1,0.8891779780387878,6.442900884011947,30.899044325845466,0.5696722865104675,6.00601200072391,58.0977879214556,0.7294251322746277,44.49841612365053,6.224456442367929
COc1cccc2c1c1c(=O)n(CCCN(C)C)c(=O)n2C,,,,,,,,,
Cc1cccc(C)c1OCC(=O)NC(C)CCc1ccccc1,0.07983392477035522,5.520418492907992,13.561981757823247,0.0956573635339737,6.725336479569378,17.017199416271218,0.08774564415216446,15.289590587047233,6.122877486238686
CCCCCC1CN(CCCC(=O)c2ccccc2)CC(c2ccc(OC)cc2)CO1,0.11252090334892273,6.601136214252857,30.272872981532863,0.17698636651039124,7.034915436470223,48.27205952024098,0.14475363492965698,39.27246625088692,6.81802582536154
CCCC(c1nnnn1Cc1ccco1)N1CCN(c2nc3c(Cl)cccc3s2)CC1,0.04324275627732277,5.486810582122603,16.702699453485412,0.42155155539512634,5.141410773696031,56.645815227571966,0.23239715583622456,36.67425734052869,5.3141106779093175
O=C(NCCc1ccc(Cl)cc1)c1nn(-c2ccc(Cl)cc2Cl)c(-c2ccc(Br)cc2)c1Cn1cncn1,0.037644799798727036,5.537263518266911,9.822652142507216,0.28742700815200806,6.869795435897744,37.76564662087296,0.16253590397536755,23.794149381690087,6.203529477082328
COc1ccc(Oc2ccc(OC)cc2NC(=O)CN2CCN(CC=Cc3ccccc3)CC2)cc1,0.6746945381164551,5.241099022514412,68.4415596332891,0.29878437519073486,5.799876242001094,51.45340612150497,0.48673945665359497,59.947482877397036,5.520487632257753
Fc1ccc(N2CCN(Cc3cnc4nc(N5CCN(c6ccccc6)CC5)oc4c3)CC2)cc1,0.19846148788928986,5.516975899088844,25.21763985744339,0.6333920955657959,6.039147962830653,71.25731662748473,0.4159267917275429,48.23747824246406,5.7780619309597485
CNS(=O)(=O)c1ccc(C(=O)Nc2cc(C(F)(F)F)nn2-c2cccc(CN)c2)cc1,0.12446791678667068,6.260981232583372,36.60581435592418,0.32781511545181274,6.519921713907231,33.8792891855033,0.22614151611924171,35.242551770713746,6.390451473245301
CC12CCC(=O)N1CCN1CCN(c3ccc(F)cc3)CC1CC2,0.73291015625,6.38021078389175,53.941445353659056,0.8083858489990234,7.136164797318984,87.61817564796274,0.7706480026245117,70.7798105008109,6.758187790605367
O=S(=O)(NC1CCC(CCN2CCC(c3noc4cc(F)ccc34)CC2)CC1)c1ccc(Cl)c(Cl)c1,0.5447537302970886,8.159772251831427,59.51412105992297,0.4910622835159302,8.038425516629882,65.16560518521678,0.5179080069065094,62.339863122569874,8.099098884230655
CN(C)CCc1c[nH]c2ccc(OS(=O)(=O)C(F)(F)F)cc12,0.9616032838821411,6.520723951637931,81.1761047731845,0.12462817877531052,7.145338680858568,27.72584021454066,0.5431157313287258,54.45097249386258,6.83303131624825
