SMILES,AChE_Activity,AChE_pXC50,AChE_inhibition,MAOB_Activity,MAOB_inhibition,MAOB_pXC50,AChE_MAOB_Activity,AChE_MAOB_inhibition,AChE_MAOB_pXC50
CN(CCCCCCn1cc(C(=O)c2ccc(O)c(O)c2)c2ccc(O)cc21)Cc1ccccc1,0.14558902382850647,6.412691455834794,46.5433598484472,0.1515190452337265,46.50635181033626,4.147457778517472,0.14855403453111649,46.52485582939173,5.280074617176133
CC1CCN(C(=O)Oc2cccc(COc3ccc4c(=O)cc(-c5ccccc5)oc4c3)c2)CC1,0.072311632335186,6.404244247345848,23.907929121558272,0.23100881278514862,50.955905466090975,5.13726902834991,0.1516602225601673,37.431917293824625,5.770756637847879
CN(C)Cc1cccc(CSCCNc2cc(NCc3ccccc3)c([N+](=O)[O-])cc2[N+](=O)[O-])c1,0.8329796195030212,6.112002127057843,60.19625425889948,0.07440457493066788,29.915421486211898,4.5162807472132664,0.45369209721684456,45.055837872555685,5.314141437135555
COc1ccccc1N1CCN(Cc2ccc(CN3CCOCC3)s2)CC1,0.08277062326669693,4.8985850055609985,28.349247929617885,0.23832951486110687,31.88133662405098,4.05949718194614,0.1605500690639019,30.11529227683443,4.479041093753569
CN(Cc1ccccc1)Cc1ccc(-c2cc(=O)c3ccc(C#N)cc3o2)cc1,0.04112481325864792,5.862692081440193,15.05256284741132,0.16891397535800934,44.161347396846935,3.6539719795406285,0.10501939430832863,29.60695512212913,4.758332030490411
CCCCCCCCCN1CCCC1CNC(=O)c1cc2ccccc2o1,0.18022097647190094,6.3204669841911825,46.24750151573013,0.15167485177516937,52.486524756158595,4.915948647585955,0.16594791412353516,49.36701313594436,5.618207815888569
O=C(C=Cc1ccc(O)c(O)c1)OCCc1ccccc1,0.07015521824359894,4.366812619213031,26.301421187703482,0.22653433680534363,45.91173650542497,6.246059622661244,0.14834477752447128,36.106578846564226,5.306436120937137
CCOc1ccc(-c2cc(=O)n(CCCCCCN3CCN(Cc4ccccn4)CC3)c3ccccc3[n+]2O)cc1,,,,,,,,,
COc1ccccc1N1CCN(CCCCC(=O)N=CC2Nc3ccc(F)cc3C(=O)N2c2ccccc2)CC1,0.08926805853843689,6.3855119017953665,39.80113769616111,0.2517205774784088,40.14895716623029,4.879706613039345,0.17049431800842285,39.975047431195705,5.632609257417355
CCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)ccoc3c2)c1,0.1280156522989273,7.1899295482652885,30.41277355700739,0.039475683122873306,33.46784936402466,4.6862686645120055,0.0837456677109003,31.940311460516025,5.938099106388647
Cn1c(=O)c2c(nc3n(CCCN4CCN(c5ccccc5)CC4)c(=O)ccn23)n(C)c1=O,0.29043155908584595,5.4843523215808165,51.52845989311159,0.11936479061841965,31.787657869348173,4.690422567484263,0.2048981748521328,41.65805888122988,5.08738744453254
CN(C)Cc1nc2ccccc2n1-c1ccccc1,0.17175860702991486,5.2813622902938056,26.677102102688814,0.06272048503160477,27.555131187385854,3.4957242813310025,0.11723954603075981,27.116116645037334,4.388543285812404
O=C(NC1CCCCC1)C(=O)NCCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,0.20856620371341705,8.471092057902755,44.89603214152254,0.3619697690010071,53.527173580552855,5.37878661552141,0.28526798635721207,49.2116028610377,6.924939336712082
CCN(CCCCCCN=C1C(=O)C(=NCCCCCCN(CC)Cc2ccccc2OC)CC1=O)Cc1ccccc1OC,0.2398344725370407,7.439746430875575,47.66367585166909,0.050495512783527374,39.64520313060666,4.9098405100002,0.14516499266028404,43.65443949113788,6.174793470437887
COc1cc2cc(C(=O)C3CCCN(Cc4ccccc4F)C3)c(=O)oc2cc1OC,0.108008474111557,6.8517974068882515,39.37805726757779,0.09973344206809998,40.45923887505913,4.169279687489165,0.10387095808982849,39.91864807131846,5.510538547188708
Fc1ccc(CN2CCC(Cc3c[nH]c4ccccc34)CC2)cc1,0.1624162495136261,6.112075193629161,36.51624686288681,0.4726978838443756,47.7700729850102,4.573852167848372,0.31755706667900085,42.1431599239485,5.342963680738766
CCCNC(=O)OCC1OC(CCON=CC2C=CC(=O)C(OC)C2OC2)C=CC1Oc1ccc(OC)cc1,,,,,,,,,
COc1ccc(-c2cc3c(=O)n(CCc4ccccc4)nc(C)n3n2)cc1,0.20805300772190094,4.929710401033057,36.78480960139708,0.15943865478038788,43.077241141925114,4.422915467816296,0.1837458312511444,39.93102537166109,4.676312934424676
COc1cc(C(=O)NCCc2ccc(CN3CCCCC3)cc2)cc(OC)c1OC,0.11234637349843979,6.329151090218306,34.920735336661906,0.032761260867118835,21.476422310856538,3.9394190052360623,0.07255381718277931,28.19857882375922,5.134285047727184
CCC1=CC2Cc3nc4cc(F)ccc4c(N)c3C(C1)C2,0.057313334196805954,7.52836009804772,20.19187397869595,0.4191489815711975,59.76897299481322,4.454687593641957,0.23823115788400173,39.98042348675458,5.9915238458448385
COc1cccc2c1OC1CC(O)C=CC1C2,0.07353679835796356,6.104737030111121,31.142322769501856,0.06755881756544113,38.52348363683965,4.25289182888619,0.07054780796170235,34.83290320317075,5.178814429498655
COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CN3CCCCC3)cc1)C2,0.11515258997678757,7.015905172649694,38.45242597847518,0.115461565554142,28.640582203898372,3.848811348654598,0.11530707776546478,33.546504091186776,5.432358260652146
CN1CCN(C2=Nc3cccc4cccc2c34)CC1,0.08794504404067993,5.848884303989104,34.31829124736593,0.28213775157928467,42.64620836991627,4.642230253230923,0.1850413978099823,38.4822498086411,5.245557278610013
CCCCCCCNc1c2c(nc3ccccc13)CCCC2,0.5365214943885803,7.241370745788749,54.696762348085045,0.2659655213356018,53.33584985642193,4.779577312054372,0.40124350786209106,54.01630610225349,6.010474028921561
CCN(CC)C(=O)Oc1ccc2c(c1)C1(C)CCN(CCc3ccccc3)C1N2C,0.10893215239048004,4.685544896597893,29.314313352069515,0.004865717608481646,20.594647462962673,4.056769269072818,0.056898934999480844,24.954480407516094,4.371157082835356
Cc1cccc(NC(=O)COc2ccc3c(c2)OC(=Cc2ccc4ccccc4c2)C3=O)c1,0.0625549927353859,6.4743991398944525,25.61657515297592,0.13933151960372925,39.452015161705184,6.07560475393981,0.10094325616955757,32.53429515734055,6.275001946917131
C[N+](C)(CCCCCC(=O)N(C)CCCCCCCCCCCCN(C)C(=O)CCCCC[N+](C)(CCCCCCCCC[N+](C)(CCCC[N+](C)(C)Cc1ccccc1OC)Cc1ccccc1OC,,,,,,,,,
CNC(=O)Oc1ccc2c(c1)C(C)(C)CCC2NC(=O)C1CC(NC(=O)C(C)(C)C)CCN1C(=O)CC,0.05941889062523842,6.2298474888854205,23.793563470410913,0.00399866933003068,18.026121058718036,4.6496600911772115,0.03170877997763455,20.909842264564475,5.439753790031316
CCOC(=O)c1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1,0.12612926959991455,5.940286011742436,30.12785160185578,0.30051296949386597,51.81315013812942,4.71618474664746,0.21332111954689026,40.970500869992605,5.328235379194948
CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCCNC(=O)c4cc(O)c5c(c4)-c4cc(O)ccc4C5=O)c3C(C1)C2,0.13486267626285553,8.58549294566512,45.664424166623256,0.2015996128320694,46.84254296434326,5.0266611788704765,0.16823114454746246,46.25348356548326,6.806077062267798
CCN(CCCCC(=O)c1ccc(N2CCN(CC)CC2)cc1)Cc1ccccc1,0.186955526471138,6.651953799925009,45.70056354518343,0.09353016316890717,41.16012334069947,4.250483755302487,0.14024284482002258,43.43034344294145,5.451218777613748
COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,0.2408440262079239,5.213675588541804,41.37705341688416,0.17139559984207153,42.830640379978355,4.135133815696284,0.2061198130249977,42.10384689843126,4.674404702119044
CCCCCCOC(=O)C(C)NC(=O)OCCCCCC1CCS1,0.4296150207519531,4.784640697005447,43.429166297613655,0.016114475205540657,28.32260130007085,6.044460958540983,0.2228647479787469,35.87588379884225,5.4145508277732155
CN1CCCC1c1ccc(CN(C)CCOc2ccc(C(=O)c3ccccc3)cc2)cc1,0.060670044273138046,5.3558625310810015,25.93248988647831,0.11824248731136322,38.71622007443087,4.270388371055071,0.08945626579225063,32.32435498045459,4.813125451068036
CCCCCCNC(=O)Oc1cccc(CN(CCOC)CCOC)c1,0.23870849609375,6.7667218699049485,33.033210689222244,0.008421219885349274,15.852514375834552,5.01365070728259,0.12356485798954964,24.442862532528398,5.890186288593769
O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2,0.2871047258377075,6.629145238596511,47.92205245450328,0.5193461775779724,49.420360929972404,4.639647405031319,0.40322545170783997,48.671206692237845,5.634396321813915
CNc1ccc(-c2ccc(OC3CCN(C(C)=O)CC3)cc2)nn1,0.07342458516359329,5.081791267931645,24.639552393036823,0.24807769060134888,49.26076162930695,4.038412358343605,0.16075113788247108,36.95015701117188,4.560101813137624
CCCCCCC(=O)Oc1cccc(CN2CCN(CCO)CC2)c1,0.19296252727508545,6.018906282051159,45.91698890876586,0.12622906267642975,29.43122184783718,4.867832568521506,0.1595957949757576,37.67410537830152,5.443369425286333
Clc1cccc(Nc2nc(-c3ccncc3)cs2)c1,0.0442337803542614,5.010076411370765,20.095398195382387,0.27560147643089294,46.96471886596064,6.781200851603352,0.15991762839257717,33.53005853067151,5.895638631487058
COc1ccc2c(c1)CCC1C2CCC2(C)C(N)CCCC12,0.10697995126247406,4.106518534996632,21.57275914449183,0.08373252302408218,33.1291728969766,5.1031521259288075,0.09535623714327812,27.350966020734212,4.60483533046272
COc1ccc2occ(CCCCCN3CCC(C(=O)c4ccccc4F)CC3)c2c1,0.16676464676856995,6.684231179167592,48.73231054027593,0.2572456896305084,48.346104410818626,5.139702673394115,0.21200516819953918,48.53920747554728,5.911966926280854
O=C1Cc2cc(OCCCCCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)ccc2N1,0.40480172634124756,8.195124717788111,48.818948197620315,0.3081492483615875,46.73664866158012,5.495728716156846,0.35647548735141754,47.77779842960022,6.845426716972479
O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)CCO2,0.23278498649597168,6.877365483805758,44.44223458193701,0.3439360558986664,47.25476155359098,4.541514768987831,0.28836052119731903,45.848498067764,5.709440126396794
COc1cc2c(cc1OC)C(CCN1CCN(c3ccccc3OC)CC1)=CCC2,0.15824277698993683,5.652832156045035,39.30695799718079,0.08224625140428543,27.735912373939343,4.024705707010771,0.12024451419711113,33.521435185560065,4.838768931527903
COc1ccccc1CNc1c2c(nc3cc(Cl)ccc13)CCCC2,0.2175072431564331,6.407838553275669,34.5181612568249,0.30737680196762085,47.65761672973815,4.3621347635437315,0.262442022562027,41.087888993281524,5.3849866584097
CCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,0.2715044617652893,7.175556359515427,47.5106919675507,0.00265656691044569,10.461657103615309,4.446998643179372,0.1370805143378675,28.986174535583004,5.8112775013474
C=CCN(Cc1ccccc1)C(=O)C1CCN(Cc2cccn2-c2ccccn2)CC1,0.04553861543536186,6.07359217711984,20.83001139275072,0.3149406611919403,42.7243822806319,3.750642206846374,0.18023963831365108,31.77719683669131,4.912117191983107
COc1cc2c(cc1OC)C(=O)C(Oc1ccc(CCCCOc3cccc(CN4CCCCC4)c3)cc1)C2,0.1600758582353592,6.801854707342842,39.31991421125475,0.12619228661060333,31.376523106511847,4.687996981588597,0.14313407242298126,35.3482186588833,5.744925844465719
CN(C)Cc1ccc(CSCCOc2ccc(-c3ccc(C#N)cc3)cc2)o1,0.07075241953134537,5.0757233912459885,14.524140176307643,0.05828022211790085,32.505784005127445,5.585542252557123,0.06451632082462311,23.514962090717546,5.330632821901556
Cc1noc(-c2ccc(CN3CCC(n4c(O)nc5ccccc54)CC3)cc2)n1,0.09364930540323257,6.337465413714225,31.634878160286455,0.36704596877098083,49.74484706126986,4.745864281882528,0.2303476370871067,40.68986261077816,5.541664847798376
COc1cc2c(cc1OC)C(c1ccc(C)cc1)N(C(=O)CCN1CCCC1)CC2,0.10764720290899277,6.23955827046596,40.02765356668996,0.10442328453063965,33.397291735209066,3.82817626910355,0.10603524371981621,36.712472650949515,5.033867269784755
CN(CC(=O)NCc1ccccc1)Cc1ccc(Br)cc1,0.14368194341659546,4.368026876011665,29.745318937683567,0.05257829651236534,33.387637133575105,4.353548851630145,0.0981301199644804,31.566478035629338,4.360787863820905
CNC(=O)Oc1cccc(CN(C)CCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,0.19128525257110596,7.16620599037043,44.14997583290787,0.05668963864445686,38.79090979143991,4.834391632629552,0.12398744560778141,41.470442812173886,6.000298811499992
