SMILES,D2R_Activity,D2R_pXC50,D2R_inhibition,_5HT2A_Activity,_5HT2A_pXC50,_5HT2A_inhibition,D2R__5HT2A_Activity,D2R__5HT2A_inhibition,D2R__5HT2A_pXC50
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,0.09669405221939087,7.037692724723092,33.037954656249234,0.46759888529777527,6.688570669246191,68.00954669408299,0.28214646875858307,50.52375067516611,6.863131696984642
OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2Cc1csc2ccccc12,0.1723158359527588,7.482301174039607,26.391925613669382,0.28295809030532837,6.6014210174909485,49.91416955538223,0.22763696312904358,38.15304758452581,7.041861095765277
CC1CN(Cc2ccc3c(c2)Cc2c(-c4ccc(CNC(=O)C(C)(C)O)cc4)n[nH]c2-3)CCN1CCc1ccc(O)cc1,0.4814695417881012,5.5253011656413795,51.793912419491356,0.18462632596492767,6.6440231586228355,36.76235529099533,0.33304793387651443,44.27813385524334,6.0846621621321075
COc1ccc2[nH]cc(CCNCc3ccc(I)cc3)c2c1,0.18187960982322693,7.835140200031764,24.281704749598113,0.19772499799728394,7.866971017470559,45.678757568366784,0.18980230391025543,34.98023115898245,7.851055608751161
CCCn1cc(CCNC(=O)C2CCC2)c2ccccc21,0.04760207235813141,7.38003034917891,15.618865063680254,0.19244509935379028,5.403442263340658,31.79102802523449,0.12002358585596085,23.70494654445737,6.391736306259784
COc1cccc(C(=O)NCC(O)CN2CCN(c3cccc(C)c3C)CC2)c1,0.16383011639118195,5.974169258326798,36.00179828278719,0.2779180109500885,6.230333222491062,51.97726030020726,0.22087406367063522,43.98952929149723,6.10225124040893
CN1CCN(C2Cn3cccc3Sc3ccc(F)cc32)CC1,0.8431302309036255,8.593526394630887,65.95094471840758,0.6464352011680603,8.42145688758476,77.66591805630969,0.7447827160358429,71.80843138735864,8.507491641107823
COc1ccc(NC(=O)NCc2ccc(F)cc2)c(OC)c1,0.2100440263748169,6.189869125571477,25.8798243498833,0.21269604563713074,7.238157792270716,41.34617158600919,0.21137003600597382,33.61299796794624,6.714013458921096
CC(=O)Nc1cccc(CN2CCN(CCCn3c(=O)[nH]c4c(OCCF)cccc4c3=O)CC2)c1,0.9059502482414246,6.22635584541798,69.8731249385347,0.35336458683013916,5.837448810838973,47.84828112570424,0.6296574175357819,58.860703032119474,6.031902328128476
CNC1CC1c1ccc(C=Cc2cc(C)c3cccnc3c2O)cc1,0.17308053374290466,6.107308580018809,30.904730047619815,0.12377118319272995,7.094249335655014,32.41391019976109,0.1484258584678173,31.659320123690453,6.600778957836911
COc1ccc(OC(CCCN2CCN(c3ccccc3OC)CC2)c2ccccc2)cc1,0.12905031442642212,6.701970568152012,33.070957851638894,0.31433913111686707,7.222410650904007,60.48761816318478,0.2216947227716446,46.779288007411836,6.96219060952801
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,0.13985282182693481,6.707644402531567,16.745797909253874,0.5026307702064514,6.215691619874854,51.72739677395296,0.3212417960166931,34.236597341603414,6.46166801120321
Nc1ccc(SCC(F)(F)CNC(=O)Cn2c(-c3ccccc3)cc3cc(S(=O)(=O)NCCCN4CCOCC4)ccc32)cc1,0.6914916634559631,6.2596104128732595,61.87720043726372,0.2518434524536133,6.072398427098956,41.63158768045784,0.4716675579547882,51.75439405886078,6.166004419986107
O=C(CCCCCN1CCN(c2ccccc2)CC1)N=CC1Nc2ccc(F)cc2C(=O)N1c1ccccc1,0.2627731263637543,5.461689924850132,34.86548817358216,0.4907735586166382,5.846322765415559,66.67496628634049,0.37677334249019623,50.77022722996132,5.654006345132846
COc1ccccc1N1CCN(CCCNC(=O)c2ccc(OCCOCCOCCOCCOc3ccc(C(=O)CCCCF)cc3)cc2)CC1,0.1529896855354309,7.351358050245935,30.192152799211133,0.1489461362361908,6.455629824807265,42.01745548313341,0.15096791088581085,36.10480414117227,6.9034939375266
C=CCSc1nc2c(c(=O)[nH]c(=O)n2C)n1CC=C(C)Cl,0.32506442070007324,7.179469114262946,26.839984199157385,0.21346057951450348,6.356259142425614,28.047591219146465,0.26926250010728836,27.443787709151927,6.76786412834428
COc1cccc2c1CCCC2CCCCCN1CCN(c2nsc3ccccc23)CC1,0.17327624559402466,7.783984825844432,39.69888578806843,0.4856431782245636,8.43741485744603,71.95426384048424,0.32945971190929413,55.82657481427634,8.11069984164523
CCc1ccc(C(=O)NCCn2cc(SCC(=O)NCc3ccco3)c3ccccc32)o1,0.03571592643857002,5.4783472017920225,10.515540656693968,0.10149776935577393,5.18362642371301,15.616314402407681,0.06860684789717197,13.065927529550825,5.330986812752516
Nc1cccnc1Oc1cccc(Cl)c1C,0.07917249202728271,5.229155148001762,15.827616438267405,0.2659846246242523,7.062561316375908,43.23874977526674,0.17257855832576752,29.533183106767073,6.145858232188836
COc1ccccc1N1CCN(CCCCn2c(O)cc(NC(=O)C(C)C)c2O)CC1,0.5723020434379578,5.800477155255257,62.4067763405069,0.2835021913051605,6.1931800502436465,53.11127722282801,0.42790211737155914,57.75902678166746,5.996828602749452
COc1cc(CN2CN(c3ccccc3)CSC2=S)cc(OC)c1,0.15496419370174408,5.651116208479836,22.113231680774817,0.22610466182231903,4.330892437865749,36.168650722438954,0.19053442776203156,29.140941201606886,4.991004323172793
CCOC(=O)c1cc(CC)n(C2CCN(Cc3ccccc3)CC2)c1C,0.10333925485610962,7.0107288756905515,13.218120015140546,0.22798822820186615,5.70908936794198,35.71693597119312,0.16566374152898788,24.467527993166833,6.3599091218162656
c1ccc(CCCCNCCOCc2ccccc2)cc1,0.03491923213005066,7.417016247826725,21.890909586417454,0.120867520570755,7.02572570003226,32.81484220938768,0.07789337635040283,27.352875897902564,7.221370973929492
O=C1c2ccsc2SCCN1CCCN1CCC(c2noc3cc(F)ccc23)CC1,0.49482670426368713,6.7945703622112905,43.55866895468172,0.4687255024909973,8.053493926979694,66.6961180135804,0.4817761033773422,55.12739348413106,7.424032144595492
CNc1nc(C=C2C=Nc3c(Br)cccc32)c(O)n1C,0.19607658684253693,6.273929264398308,19.034864283567412,0.27484145760536194,5.314522182127838,43.586346308939824,0.23545902222394943,31.31060529625362,5.794225723263073
CN1CCN(c2nc(Nc3ccccc3)c3cn[nH]c3n2)CC1,0.10013262182474136,6.053087929682328,26.920079958722916,0.7409902811050415,6.386774820762712,78.33073376004297,0.42056145146489143,52.62540685938295,6.2199313752225205
CCOc1ccccc1N1CCN(CCCCOc2cccc3c2CCNC3=O)CC1,0.4926926791667938,7.494747329518503,46.3042501928731,0.37636011838912964,6.353099401546588,60.753298494361346,0.43452639877796173,53.52877434361722,6.923923365532546
CN1CC(CNC(=O)OCc2ccccc2)CC2c3cccc4c3c(cn4C)CC21,0.17045371234416962,6.527931663272076,23.421728472812468,0.16211619973182678,6.156796747545927,30.193616710716718,0.1662849560379982,26.807672591764593,6.342364205409002
NCC1CC1c1ccc(C=Cc2ccc(O)c(Cl)c2)cc1,0.2871893048286438,6.29268704419408,49.72677672559799,0.17882969975471497,7.636125544060316,43.50894944351347,0.23300950229167938,46.61786308455574,6.964406294127198
COc1ccc2[nH]cc(CCCCN3CCN(c4ccc5c(c4)OCO5)CC3)c2c1,0.34582391381263733,7.415698030043798,39.474285470422586,0.35456421971321106,6.678613149958523,70.12553125407932,0.3501940667629242,54.79990836225095,7.047155590001161
COCc1ccc(CCN2CCN(CC(=O)Nc3nnc(CC4CC4)s3)CC2)cc1,0.4366363286972046,5.576880592287863,41.057376512866,0.35818198323249817,5.09472294346083,48.44516505201364,0.3974091559648514,44.75127078243982,5.335801767874347
