SMILES,AChE_pXC50,MAOB_pXC50,AChE_MAOB_pXC50
CC(C)OCCC1C2CNCC21c1ccc(Cl)c(Cl)c1,4.6119489669799805,5.995302200317383,5.303625583648682
CC(=CC=C1C=CC(=O)C(OCC2CCCCC2)C1=O)C=CC=Cc1ccccc1,3.939346075057984,5.939503192901611,4.939424633979797
Cc1cc(C)cc(-c2cnc(NCc3cccnc3)s2)c1,4.883319854736328,5.601654052734375,5.242486953735352
CN(C)c1ccc(C=CC=C2C=CC(=[N+](C)CC)C=C2)cc1Cl,5.42198371887207,5.551564693450928,5.486774206161499
O=C(O)c1ccc2sc(NN=Cc3ccncc3)nc2c1,5.434085845947266,4.693926334381104,5.064006090164185
COc1ccc(C(=O)C=CC(=O)N(CCC(=O)N2CCN(C)CC2)Cc2ccc(F)cc2)cc1,5.14908504486084,4.888254642486572,5.018669843673706
CN(C)c1ccc(-c2cccc(Oc3ccc([N+](=O)[O-])cc3)c2)nc1,5.917474746704102,5.260678291320801,5.589076519012451
COc1ccc(Cn2c(=O)oc3ccccc32)cc1,5.6472487449646,4.716062068939209,5.181655406951904
O=C(O)c1cccc(-c2csc(-c3cc4ccccc4oc3=O)n2)c1,6.3778276443481445,5.602205276489258,5.990016460418701
COc1ccc(C2CC(c3c4ccccc4cc4ccccc34)=NN2)cc1,6.800415992736816,7.829558372497559,7.3149871826171875
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,5.621278762817383,4.599571704864502,5.110425233840942
Cc1c(C)c2ccc(OCc3ccc([N+](=O)[O-])cc3)cc2oc1=O,5.39715051651001,8.414457321166992,6.905803918838501
N#CCNC(=O)C1CCCCC1,4.6311936378479,4.374588489532471,4.5028910636901855
C=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,5.828747749328613,5.853732585906982,5.841240167617798
CC(Nc1cccc(C(C)(C)C)c1)C(=O)NCc1ccc(OC(C)(C)C(=O)O)cc1,4.526689052581787,3.537306785583496,4.031997919082642
CC1=NC2=CCCCN2C(=O)C1CCN1CCC(c2noc3cc(F)ccc23)CC1,7.390058517456055,6.018832683563232,6.7044456005096436
COc1cc(C(=O)N(C)C)ccc1OCCCCCN(C)C,5.627853393554688,4.5272603034973145,5.077556848526001
CCCCCc1c2cc(C)c(=O)oc2c(O)c2ccoc12,4.765478134155273,5.309361934661865,5.037420034408569
CC=CCC=C1C(=O)Oc2cc(OC(=O)NCCCCC)ccc21,6.612786293029785,5.638818740844727,6.125802516937256
COc1cc2nccc(Oc3ccc(NC(=S)NC(=O)c4ccccc4C)cc3)c2cc1OC,7.418941020965576,4.72916316986084,6.074052095413208
CC(O)(CNC(=O)c1ccc(Cl)c(Cl)c1)C1CC2CCC1C2,5.077490329742432,4.555997848510742,4.816744089126587
Cc1cc(NCCO)ccc1NC(=O)c1cccs1,5.373924732208252,5.714040756225586,5.543982744216919
O=C(O)c1ccc(C2CCCCC2=O)cc1O,4.575662612915039,5.960127830505371,5.267895221710205
CCC(=O)NC1CCc2cc(OC)c(OC)cc21,3.880648374557495,3.568187713623047,3.724418044090271
Cn1c(C#N)ccc1-c1cnc2c(c1)c(=O)[nH]c(=O)n2C,5.960273265838623,4.833925247192383,5.397099256515503
CN1N=C(N)c2cn(C3OC(CO)C(O)C3O)c3ncnc1c23,6.084883689880371,3.4663290977478027,4.775606393814087
CCCCNC(=O)Nc1ccc(Oc2ccc3[nH]c(NC(=O)CC)nc3c2)cc1,6.397127151489258,5.366885662078857,5.882006406784058
CC(C)NC(=O)c1ccccc1NC(=O)c1ccc(OCc2ccccc2)cc1,5.299862861633301,4.814700603485107,5.057281732559204
Cc1ccccc1NC(=O)C=Cc1ccccc1[N+](=O)[O-],5.616233825683594,4.961989402770996,5.289111614227295
COc1ccc(C(=O)N2N=C(c3ccc(C)cc3)CC2c2ccc(OC)cc2)cc1,6.1540846824646,4.681842803955078,5.417963743209839
CC(C)(C)NCc1cccc(C2CC3C=CC2C3)n1,4.392476558685303,3.7882838249206543,4.0903801918029785
CCNc1ncc2nc(-c3ccc(OC)cc3)c(=O)n(Cc3cccc(OC)c3)c2n1,4.981884479522705,5.147279739379883,5.064582109451294
COc1cc2c(c(OC)c1OC)C1=CC=C(SC)C(=O)CC1C(=NC=O)CC2,5.722127437591553,4.91115140914917,5.316639423370361
COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(=O)C(=O)Nc3cccc(C)c3)cc1)C2,6.429994106292725,4.54164457321167,5.485819339752197
