SMILES,D2R_Activity,D2R_pXC50,D2R_inhibition,D3R_Activity,D3R_pXC50,D3R_inhibition,D2R_D3R_Activity,D2R_D3R_inhibition,D2R_D3R_pXC50
COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3n2)CC1,0.0813458040356636,6.986843217254667,28.018622008259456,0.43332675099372864,8.307773889431102,52.00001500102358,0.2573362775146961,40.00931850464151,7.647308553342885
OC1(c2ccc(Cl)cc2)CC2CCC(C1)N2Cc1csc2ccccc12,0.1723158359527588,7.482301174039607,26.391925613669382,0.6868475079536438,7.949618947616459,49.63763417677756,0.4295816719532013,38.01477989522347,7.715960060828033
CC1=NC(=O)CC(c2ccc(F)c(F)c2)C1C(=O)NCCCN1CCC(C#N)(c2ccc(F)cc2)CC1,0.5268306136131287,6.589986864874988,33.801799210174345,0.41214290261268616,5.681248324509528,43.285270954314306,0.4694867581129074,38.543535082244325,6.135617594692258
COc1cccc(CN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)c1,0.10160698741674423,6.192845517951356,17.656666173622703,0.39108771085739136,6.202329978897257,38.48412294555155,0.2463473491370678,28.070394559587125,6.197587748424306
COc1cccc(N2CCN(CCCNC(=O)c3ccc(N4CCCC4=O)cc3)CC2)c1,0.2063738852739334,6.2747874850718395,40.140065503553174,0.5792946219444275,6.150821996987393,57.41401043512768,0.39283425360918045,48.77703796934043,6.2128047410296166
O=S(=O)(c1cccc2cccnc12)N(CCCN1CCN(c2ccc(F)cc2)CC1)CC1CCCCC1,0.5161952972412109,6.232466031329086,55.22717166544969,0.691263735294342,5.638994450293221,64.1225056131886,0.6037295162677765,59.67483863931914,5.935730240811154
CCc1nc2cc3c(c(N4CCCC4)n2c(C)c1CCC(=O)O)OCC3,,,,,,,,,
COc1c(C(=O)NC2CCN(C3COC(C)(C)O3)CC2)cc(Br)c2ccccc12,0.35627153515815735,6.665889549098718,19.22324986979845,0.5571134090423584,7.306312880287507,40.532949600975854,0.4566924721002579,29.878099735387153,6.986101214693113
CSc1c(CCCN2CCN(c3cccc(Cl)c3)CC2)c(O)n(Cc2ccccc2)c1O,0.4400809407234192,6.468130993755983,44.37750180144786,0.48730745911598206,7.473840134855241,53.136721951835526,0.4636941999197006,48.757111876641694,6.970985564305612
Cc1ncoc1-c1nnc(SCCCN2CCc3cc4nc(C(C)(C)C)oc4nc3CC2)n1C,0.034758903086185455,5.977028510261139,8.428548114759693,0.056338828057050705,7.86224522335454,16.07306924366455,0.04554886557161808,12.25080867921212,6.919636866807839
CCCCN1CCN(C(=O)c2ccc3c(c2)OCCCO3)CC1,0.23213791847229004,5.675326717535271,31.386515637690735,0.6527791619300842,6.471041658301121,61.91121330164852,0.44245854020118713,46.64886446966963,6.073184187918196
