SMILES,AChE_Activity,AChE_pXC50,AChE_inhibition,MAOB_Activity,MAOB_pXC50,MAOB_inhibition,AChE_MAOB_Activity,AChE_MAOB_inhibition,AChE_MAOB_pXC50
COc1ccccc1C=CC=Nn1c(S)nnc1-c1cc2cc(OC)ccc2o1,0.06537279486656189,5.754391955364291,30.61366901206589,0.1721096783876419,4.392916180417538,45.17940074738184,0.1187412366271019,37.896534879723866,5.0736540678909146
OC1C2C=CC(C2)C1Cn1c3ccccc3c3ccccc31,0.06558053940534592,6.673239608625918,22.58770214626177,0.2526761591434479,4.525829749158846,50.95712467626206,0.1591283492743969,36.772413411261915,5.5995346788923825
COc1ccc(C2=NOC(Cn3nc(-c4ccccc4)cc3C(=O)N(C)C)C2)cc1OC,0.0669260248541832,6.005597730491527,25.358846065086468,0.016943443566560745,3.891615098379378,26.43017685372942,0.04193473421037197,25.894511459407944,4.948606414435452
COc1ccc2c(c1)C(Cc1ccc(OCCCCCCN3CCCCC3)cc1)=CCC2,0.3378348648548126,5.618018350189591,52.02067535826747,0.3511926233768463,4.915576881241961,45.596444368444985,0.34451374411582947,48.80855986335622,5.266797615715776
OC(COc1ccc2ccccc2c1)CN1CCOCC1,0.19409772753715515,3.6927605756951043,31.00957313588869,0.37689444422721863,4.126105826813063,49.1107133125376,0.2854960858821869,40.06014322421314,3.9094332012540836
CC(C)=CCn1c(N2CCCC(N)C2)c(C#N)c2c1c(=O)n(Cc1ccccc1)c(=O)n2C,0.09294809401035309,4.734916334138864,29.989202562899546,0.17167548835277557,4.101615599104278,32.04854388694409,0.13231179118156433,31.01887322492182,4.418265966621571
CCOC(=O)c1cc(=O)oc2cc(OCC3CCCCC3)ccc12,0.18289253115653992,5.329032315727697,47.226376909780306,0.2306990772485733,6.101389106652233,46.61923463790143,0.2067958042025566,46.922805773840864,5.715210711189965
CCOC(=O)c1cn2ncc(N(C)C)c2n1,,,,,,,,,
Nc1nc(CCl)nc(Nc2ccc3ccccc3c2)n1,0.26384440064430237,4.415887352002366,37.36640302922682,0.20725098252296448,5.192715360422474,35.40294994802347,0.23554769158363342,36.384676488625146,4.80430135621242
O=C(NN=Cc1cn(-c2ccccc2)nc1-c1ccccc1)c1ccncc1,0.014406006783246994,5.325184613718054,15.560910189156381,0.2772802710533142,4.37061333631136,46.73388199234572,0.1458431389182806,31.14739609075105,4.847898975014707
COc1ccc(C(=O)Nc2nc3ccc(C(=O)N(CCCN(C)C)CCCCC3)cc2C)cc1,0.26841723918914795,5.3660960653669045,52.38749691226099,0.05133060738444328,5.1948857544687,30.79998039901878,0.15987392328679562,41.59373865563988,5.280490909917802
CN=C1C(=O)c2ccccc2C(=O)C1Cl,0.009010672569274902,6.1029593907066735,23.885787422948475,0.10325028002262115,6.287116192545552,38.838379147620024,0.05613047629594803,31.36208328528425,6.195037791626113
CN(C)CCCC1=C(C(=O)O)C(c2ccc(F)cc2)CCC1,0.10304462909698486,4.631295898351317,37.847948299879164,0.1902676522731781,5.936318642196194,47.914222654059756,0.14665614068508148,42.88108547696946,5.283807270273755
O=C(O)c1ccccc1NCc1ccc2c(c1)OCO2,0.10438705235719681,6.27958539131607,31.737501194949644,0.10262774676084518,5.4928941829264915,38.59421153531391,0.103507399559021,35.16585636513177,5.886239787121281
O=C1c2ccccc2-c2nc3ccccc3n21,0.051260631531476974,5.294076927278468,33.47796582534444,0.29358312487602234,4.73677199406285,42.705585115382476,0.17242187820374966,38.09177547036346,5.015424460670658
CC(C)CNCCCOc1ccc2ccccc2c1,0.33682721853256226,4.0354901612337395,38.017626002606384,0.04165639355778694,4.524176970263703,33.78985358578339,0.1892418060451746,35.90373979419489,4.279833565748721
CC#CCNC(=O)c1cc2c(s1)CCCC2,0.0411192812025547,6.900552211435263,8.42174323586164,0.5479894280433655,6.660681469182943,61.00975985806164,0.2945543546229601,34.71575154696164,6.7806168403091025
C=CC(=O)N1CC(=Cc2ccc(Cl)c(Cl)c2)C(=O)C(=Cc2ccc(Cl)cc2)C1,0.014375793747603893,4.868077588072708,25.32131780246091,0.27741527557373047,6.063420432203187,46.3378459222175,0.14589553466066718,35.829581862339204,5.465749010137948
Cc1ncoc1-c1nnc(SCCCNC2CCCCC2)n1C,0.18567223846912384,6.3320832128326705,51.65969642389713,0.18968935310840607,5.978518957728682,47.93264240871652,0.18768079578876495,49.796169416306824,6.155301085280676
