SMILES,MAOB_Activity,MAOB_pXC50,MAOB_inhibition,AChE_Activity,AChE_inhibition,AChE_pXC50,AChE_MAOB_Activity,AChE_MAOB_inhibition,AChE_MAOB_pXC50
COc1ccc(-c2csc(NN=C3CCCCC3)n2)cc1,0.6192672848701477,6.654548326455231,63.254549657857176,0.15408466756343842,35.09592638070607,4.080827077680741,0.38667597621679306,49.17523801928162,5.367687702067986
COc1ccc(CCNCCCCCCCNCCCCCCc2cccc(Cl)c2)cc1OC,0.036025047302246094,5.112561116504619,31.206496987348483,0.40242770314216614,56.74464311530239,5.764643534930117,0.21922637522220612,43.975570051325434,5.438602325717367
O=C(C=Cc1cccc(Cl)c1)Nc1nnc(-c2cccc(F)c2)o1,0.24988532066345215,6.770448553436328,47.83443170156634,0.011236759833991528,20.845057242447204,5.091320789719063,0.13056104024872184,34.33974447200677,5.9308846715776955
N#CCCn1nnc(-c2ccc(OCc3ccccc3)cc2)n1,0.32629671692848206,6.430100037672588,51.4790593232323,0.054212119430303574,18.896539654661197,5.175368126827168,0.19025441817939281,35.18779948894675,5.802734082249878
O=[N+]([O-])c1ccc(OCc2ccc(C3=NCCN3)cc2)cc1,0.37086549401283264,6.423988632864452,55.41804149182474,0.43321284651756287,44.19740768281858,5.94313493552893,0.40203917026519775,49.80772458732166,6.183561784196691
O=C1NC(=O)N(Cc2ccc(F)cc2)C(=O)C1=Cc1ccncc1,0.08237943798303604,6.066429151949416,34.83911667459677,0.2203095257282257,48.768440454549456,5.223595785035444,0.15134448185563087,41.80377856457311,5.64501246849243
CS(=O)(=O)c1ccc(C=C2Oc3ccccc3C2=O)cc1,0.10291687399148941,5.835646426868167,46.027747529806284,0.0707165077328682,40.49528633597176,7.247480944820363,0.0868166908621788,43.26151693288902,6.541563685844265
CC(C)=CC(=O)C=Cc1cccc(OCc2cccc([N+](=O)[O-])c2)c1,0.2599356770515442,6.733223041390068,47.18790315365057,0.11623725295066833,38.84214400793857,4.248145603111766,0.18808646500110626,43.015023580794576,5.490684322250917
CN(C)c1ccc(CN2CCCC2c2cc(-c3ccc(F)c(Cl)c3)no2)cc1,0.14811648428440094,5.197505021307112,44.28668779930541,0.03885573148727417,27.294239053365256,5.994260576026944,0.09348610788583755,35.790463426335336,5.595882798667028
CN(C)C(=O)C=Cc1ccc2c(c1)OCO2,0.009707363322377205,5.380708831355573,24.153900119298275,0.0472911074757576,32.94304679641144,4.365219254620525,0.028499235399067402,28.548473457854854,4.872964042988049
N#Cc1ccc(-c2csc(NN=Cc3cccs3)n2)cc1,0.2895227074623108,5.6861794201184,56.30499571394418,0.007831019349396229,7.23127478525269,4.572539390928302,0.1486768634058535,31.768135249598437,5.129359405523351
O=c1ccoc2ccc(OCc3ccc(F)cc3)cc12,0.31984737515449524,7.747575095533749,56.48912216512963,0.10345508903265,29.490404292035663,5.048303801358832,0.21165123209357262,42.989763228582646,6.397939448446291
O=C1NC(=O)c2cc(SCc3ccc(Cl)cc3)ccc21,0.11608020961284637,7.844422362729581,32.011910100438584,0.16227076947689056,34.96337904621998,6.371114323896987,0.13917548954486847,33.48764457332928,7.107768343313284
O=C1CCc2cc(OCCCc3ccccc3)ccc2N1,0.20319531857967377,6.887316400997786,38.59247971987392,0.29310277104377747,32.838180725813,4.650764356823699,0.24814904481172562,35.71533022284346,5.769040378910743
N#CCOc1ccc(NC(=O)Cc2c[nH]c3ccccc23)cc1,0.18697771430015564,5.3101136306467485,31.683732303604476,0.08649390190839767,13.571554993180708,4.8701359604748236,0.13673580810427666,22.627643648392592,5.0901247955607865
N#CCCN1N=C(c2ccc(OCC(=O)N3CCOCC3)cc2)OCC1=O,0.1696755588054657,6.051404176385843,40.077445989509485,0.07757432758808136,17.765372846798943,6.073463125347766,0.12362494319677353,28.921409418154212,6.062433650866804
C#CCNCCCOc1ccc(OCc2ccccc2)cc1,0.26825469732284546,6.975741030273151,46.341403716662164,0.1471724510192871,22.804641736085337,4.0625327056447285,0.20771357417106628,34.57302272637375,5.51913686795894
CCN1CCN(c2ccc(NC(=O)c3cc(F)cc(F)c3)cc2)CC1,0.3086189329624176,5.10810475586581,47.2924723595032,0.017829623073339462,20.882755862232404,6.631463507862519,0.16322427801787853,34.087614110867804,5.869784131864165
CS(=O)(=O)N(Cc1ccccc1)c1cccc(C(=O)O)c1,0.05796031653881073,3.5490685260865864,38.535616791780875,0.1588141918182373,31.44820417612299,5.9633103262485045,0.10838725417852402,34.99191048395193,4.756189426167546
O=C(CCc1ccccc1)Nc1ccccc1C(=O)c1ccc(Cl)cc1,0.15688744187355042,5.185952732849355,37.49172603686732,0.04514683410525322,26.016601367978602,5.36051229534613,0.10101713798940182,31.75416370242296,5.273232514097742
COc1ccc(C=Cc2cc3ccc(=O)oc3nc2=O)cc1OC,,,,,,,,,
C#CCNCC(O)COc1ccc(OCc2ccccc2)cc1,0.3675045073032379,6.593172987709322,55.186436939348994,0.08566166460514069,14.244142410629223,4.360552677982797,0.2265830859541893,34.71528967498911,5.476862832846059
COc1cccc(C=C2COc3ccccc3C2=O)c1,0.135904461145401,6.7989581616812025,40.72195890770692,0.06891871243715286,34.32364882229847,5.536679463890786,0.10241158679127693,37.5228038650027,6.167818812785994
