SMILES,_5HT2A_Activity,_5HT2A_pXC50,_5HT2A_inhibition,D2R_Activity,D2R_inhibition,D2R_pXC50,D2R__5HT2A_Activity,D2R__5HT2A_inhibition,D2R__5HT2A_pXC50
CN1CCN(C2=Cn3cccc3Sc3sccc32)CC1,0.5573071837425232,8.191316065664555,69.38463291943741,0.6583871245384216,61.30604063557563,7.356659481526572,0.6078471541404724,65.34533677750652,7.773987773595564
O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)OCCn1ccnc1,0.3798532485961914,8.448406768510027,55.065899378878136,0.06309850513935089,20.06230645129859,7.508401778240185,0.22147587686777115,37.56410291508836,7.978404273375107
CC(N)Cn1ncc2ccc(O)c(Br)c21,0.16225838661193848,8.907270957112903,24.94984498016985,0.6089701652526855,44.33046978890588,6.505095278406794,0.385614275932312,34.640157384537865,7.706183117759849
CC(C)c1noc(CCN2CCN(c3nsc4ccccc34)CC2)n1,0.5147932767868042,9.1575356265665,65.3749948873963,0.09104888886213303,22.780979769752797,7.145801453083345,0.3029210828244686,44.07798732857455,8.151668539824922
O=[N+]([O-])c1ccc(OCCN2CCN(c3ccccc3)CC2)cc1,0.6587477922439575,6.4032951481656735,79.9515763413217,0.02574891969561577,24.950570872119933,5.828774968929697,0.34224835596978664,52.45107360672081,6.116035058547685
COc1ccc2[nH]cc(CCNC(=O)Nc3cccc(C(F)(F)F)n3)c2c1,0.3529876470565796,6.862064270329883,36.237292856367084,0.3121708035469055,32.26310375702363,7.917426945809598,0.33257922530174255,34.25019830669535,7.38974560806974
CSc1nn2c(C)cc(C)nc2c1S(=O)(=O)c1ccc(Cl)cc1,0.15010491013526917,5.365041573367979,20.821470933427833,0.03972486034035683,11.385755013956906,6.287221973713041,0.094914885237813,16.10361297369237,5.82613177354051
CN1CCCN(C2=Cc3ccccc3Cc3ccccc32)CC1,0.5913187861442566,7.980568649009565,67.94396194254753,0.5102782845497131,53.60629691444505,6.152565861962978,0.5507985353469849,60.77512942849629,7.066567255486271
CC(N)Cn1ncc2ccc(O)c(F)c21,0.2058415561914444,8.909649489393223,30.209026597838516,0.6827471256256104,47.50948217738147,6.440814442057831,0.4442943409085274,38.859254387609994,7.675231965725526
CCCCCCCCCn1ccc(=N)cc1,0.21360260248184204,7.147412485460705,57.4760705116404,0.28270024061203003,60.8514608690609,6.279472900578284,0.24815142154693604,59.16376569035065,6.713442693019495
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,0.07943542301654816,6.593857538300627,18.17531547074065,0.953777015209198,86.93074401559767,5.037005703064716,0.5166062191128731,52.55302974316916,5.815431620682672
COc1cc(NC(=O)Nc2ccccc2OC(C)(C)C)ccc1F,0.12616123259067535,7.341178870263176,21.792730733842784,0.8856254816055298,58.4496080066624,6.9885954009368705,0.5058933570981026,40.121169370252595,7.164887135600024
OC(c1ccc(F)cc1)C1CCN(CCc2ccccc2I)CC1,0.4109427034854889,8.526314335680912,65.83097077786961,0.2520749270915985,34.07181018732991,6.522250351663448,0.3315088152885437,49.95139048259976,7.52428234367218
COc1ccc(CCN2CCC(C(=O)c3ccc(F)cc3)CC2)cc1OC,0.3895258605480194,7.939300587754852,67.71531013141528,0.1431296467781067,25.220696565240118,7.115833022433023,0.26632775366306305,46.4680033483277,7.5275668050939375
CCn1nc(C(=O)NCc2cccc(C(F)(F)F)c2)c2ccccc2c1=O,0.3854485750198364,5.903112354311849,34.616611242572084,0.05897799879312515,7.473093408479965,6.3045898487405045,0.2222132869064808,21.044852325526023,6.1038511015261765
