SMILES,AChE_Activity,AChE_pXC50,AChE_inhibition,MAOB_Activity,MAOB_inhibition,MAOB_pXC50,AChE_MAOB_Activity,AChE_MAOB_inhibition,AChE_MAOB_pXC50
CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCN2CCOCC2)c1,0.22543665766716003,6.941699125966494,44.874605785245116,0.08727357536554337,39.33347405877288,4.7565555047725105,0.1563551165163517,42.104039922008994,5.849127315369502
CCN(CCCC1CCN(CCCCC2CCCCC2)CC1)Cc1ccccc1OC,0.5418437123298645,6.469480556999705,58.95495470209257,0.19300596415996552,39.793642347103685,4.584912717556304,0.367424838244915,49.37429852459813,5.527196637278005
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,0.06485286355018616,6.395506521058381,31.686469958523638,0.00014843512326478958,2.214571592796233,3.5070977002541404,0.03250064933672547,16.950520775659935,4.95130211065626
CCOc1ccccc1C1=C(C#N)C(=O)NC(=O)NC1=O,0.11264599114656448,6.5910717154424745,24.079481147386804,0.06783811002969742,20.492531804129282,4.787109522968599,0.09024205058813095,22.286006475758043,5.689090619205537
CCc1cccc(CC)c1NC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,0.10937255620956421,6.773639735316246,33.068443467990726,0.005283009726554155,11.208724354280893,3.955700924812577,0.05732778296805918,22.13858391113581,5.364670330064412
COc1cc(C(=O)NN=C(C)c2c(O)[nH]c3ccccc23)cc(OC)c1OC,0.12183128297328949,6.480548029799542,34.80566499050465,0.012896692380309105,20.90007171216214,4.3296704222029465,0.0673639876767993,27.8528683513334,5.405109226001244
CC(C)C1=NC2CCC34CC35C(=O)CC3(C)C(C(C)N(C)Cc6ccccc6)C(O)CC3(C)C5CCC4C2(C)CS1,0.10856901109218597,7.598348077361155,24.18968566717186,0.001135248807258904,8.607383649488568,4.875313375136938,0.05485212994972244,16.398534658330213,6.236830726249046
CC(=O)Nc1ccc2[nH]c3nc(N)nc-3cc2c1,0.20054514706134796,4.639714996553277,34.78055160447413,0.1317189335823059,35.49272828904619,4.201303520127059,0.16613204032182693,35.136639946760155,4.420509258340168
Cc1cccc(N2CCN(CCCCCNS(=O)(=O)c3ccc4ccccc4c3)CC2)c1C,0.5250535011291504,6.301031814216548,62.376071914114206,0.12289062142372131,42.93009601265062,4.099409919056338,0.32397206127643585,52.653083963382414,5.2002208666364425
O=C(NCCC1CCN(Cc2ccccc2)CC1)c1ccc([N+](=O)[O-])s1,0.2608632743358612,8.012859230955145,41.05695941213672,0.33017146587371826,53.323329505818826,4.479882321622019,0.29551737010478973,47.19014445897777,6.2463707762885825
Cc1cc(C)cc(C(=O)OCC(=O)NCCC2CN3CCC2CC3)c1,0.06840167939662933,5.753685858131604,30.06073955655395,0.13747669756412506,36.041978122202174,4.746256871323832,0.1029391884803772,33.05135883937806,5.249971364727718
CCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,0.13365620374679565,6.588322735606962,30.430937691981303,0.05175812914967537,38.00381397340492,4.637727410908374,0.09270716644823551,34.21737583269311,5.613025073257668
O=C1C(=O)C(Nc2ccc([N+](=O)[O-])cc2)C1=Nc1ccc2ncnc(NCCO)c2c1,0.10822351276874542,5.732660708455478,37.88197714251713,0.3370036482810974,51.25476700644767,4.905274588504215,0.22261358052492142,44.5683720744824,5.3189676484798465
O=C(CCCCCCc1ccc(Cl)cc1)c1nc2ccccc2[nH]1,0.1808890849351883,6.522469030798253,50.257373071465516,0.21220839023590088,47.75061100230396,5.589374072747059,0.1965487375855446,49.00399203688474,6.055921551772656
COc1cc2c(cc1OC)C(=O)C(Oc1ccc(C(=O)N3CCC4(CC3)OCCO4)cc1)C2,0.0697186067700386,6.0756668351068805,24.096204541891403,0.031089361757040024,24.616368017073796,4.154012087991577,0.050403984263539314,24.3562862794826,5.114839461549229
COc1cc(CCC(=O)C(CCC(=O)NCc2ccccc2)NC(=O)C2CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2)cc(OC)c1OC,0.1446399837732315,5.404030875238745,31.539917057181633,0.005772679578512907,15.68413933347236,4.429169279957279,0.0752063316758722,23.612028195326996,4.916600077598012
CCC1OC2(C)CCC3C4CC=C5CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CC21C,,,,,,,,,
