SMILES,D2R_Activity,D2R_pXC50,D2R_inhibition,_5HT2A_Activity,_5HT2A_pXC50,_5HT2A_inhibition,D2R__5HT2A_Activity,D2R__5HT2A_inhibition,D2R__5HT2A_pXC50
CN1CCN(C2=Cn3cccc3Sc3ccc(Cl)cc32)CC1,0.8157023787498474,8.458065372237344,72.56007226673765,0.5959879755973816,8.929828698165894,72.14054421087026,0.7058451771736145,72.35030823880396,8.693947035201619
CC1Cc2c(cccc2OC(C)C)Cc2cc(Br)c(O)cc2CN1,0.7591899633407593,6.425119274595663,51.66961447817259,0.1268109232187271,7.625633292267021,30.575118645320586,0.4430004432797432,41.12236656174659,7.025376283431342
COc1cccc(N2CCN(CCCCc3c[nH]c4ccc(C(N)=O)cc34)CC2)c1,0.19909201562404633,7.312670512972872,36.90792665723251,0.46918827295303345,6.420895019734563,68.15368157807877,0.3341401442885399,52.53080411765564,6.866782766353717
CCCN1CC=C(c2ccc(OC)cc2)C(C(=O)c2ccc(F)cc2)C1,0.18829143047332764,6.087414193965632,32.7848891943576,0.24227392673492432,6.5727906228022865,51.641705584023754,0.21528267860412598,42.21329738919068,6.33010240838396
Oc1[nH]cc2ccc(OCCCCCN3CCN(c4cccc5ccc(F)cc45)CC3)cc12,0.7117134928703308,8.316561872054354,59.475036896439875,0.4694780707359314,8.013304557609448,71.55739800946822,0.5905957818031311,65.51621745295404,8.164933214831901
Oc1ccc2[nH]cc(CCCCN3CCN(c4cccc5c4CCCC5)CC3)c2c1,0.5925366878509521,8.717326918534898,64.44710171265527,0.5008575320243835,7.372030606886094,68.37470093100771,0.5466971099376678,66.41090132183149,8.044678762710497
Cc1cccc(N2CCN(CCCC(=O)c3ccc(F)cc3)CC2)c1,0.4424360990524292,7.788951189592739,48.19421231699743,0.6413655877113342,8.16671210798978,80.39149147615208,0.5419008433818817,64.29285189657476,7.977831648791259
CCCN1CCC=C(c2ccc(F)cc2)C(C(=O)OCCCc2ccccc2)C1,0.13501287996768951,6.614593810377803,26.467659611658043,0.23905140161514282,6.769160792316981,48.02012041326489,0.18703214079141617,37.24389001246146,6.691877301347392
O=C1c2ccccc2CCN1CCCCN1CCC(n2c(O)nc3ccccc32)CC1,0.18831869959831238,6.8542128444975585,27.56477754808367,0.5267353653907776,5.947825930125181,68.45949780159413,0.357527032494545,48.0121376748389,6.40101938731137
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4cccc5ccc(F)cc45)CC3)c2c1,0.39669501781463623,8.323247037492612,41.680481440681085,0.5100955367088318,7.166095653086738,68.11891260159479,0.453395277261734,54.89969702113794,7.7446713452896745
